INDCLIM,INDSINOP,NOMBRE,PROVINCIA,LATITUD,LONGITUD,ALTITUD
7138B;;JUMILLA (C.C.A.);MURCIA;38 28 27 N;01 19 35 W;505
7145D;08363;CIEZA, PARQUE DE BOMBEROS;MURCIA;38 14 08 N;01 22 58 W;265
7158X;;ARCHENA;MURCIA;38 07 45 N;01 18 15 W;183
7172X;;MULA, P. BOMBEROS;MURCIA;38 02 39 N;01 27 06 W;290
7178I;08430;MURCIA;MURCIA;38 00 10 N;01 10 10 W;61
7203A;;ZARZILLA DE RAMOS;MURCIA;37 50 48 N;01 52 05 W;674
7209;08426;LORCA;MURCIA;37 39 12 N;01 41 22 W;320
7211B;;PUERTO LUMBRERAS;MURCIA;37 34 12 N;01 47 44 W;413
7218X;;TOTANA;MURCIA;37 45 47 N;01 30 00 W;15
7227X;;ALHAMA (COMARZA);MURCIA;37 51 42 N;01 20 08 W;157
7237E;;MOLINA DE SEGURA (LOS VALIENTES);MURCIA;38 08 31 N;01 09 24 W;170
7250X;;ABANILLA;MURCIA;38 12 20 N;01 02 34 W;200
7275C;08356;YECLA;MURCIA;38 36 06 N;01 09 34 W;640
1002Y;08030;IRURITA;NAVARRA;43 08 12 N;01 32 30 W;183
1010X;;VERA DE BIDASOA;NAVARRA;43 16 52 N;01 40 31 W;78
1033X;;ARESO, GUEREÑOENEA;NAVARRA;43 05 06 N;01 57 03 W;520
9171K;;LOS ARCOS;NAVARRA;42 34 18 N;02 10 57 W;470
9174;08079;SARTAGUDA;NAVARRA;42 21 58 N;02 03 09 W;310
9218A;08092;ISABA;NAVARRA;42 51 43 N;00 55 35 W;820
9228J;;OROZ-BETELU;NAVARRA;42 53 50 N;01 17 57 W;635
9228T;08088;RONCESVALLES;NAVARRA;43 00 23 N;01 19 21 W;940
9238X;;NAVASCUÉS;NAVARRA;42 43 07 N;01 06 56 W;615
9245X;;CÁSEDA, DEPÓSITO;NAVARRA;42 31 21 N;01 21 54 W;440
9252X;;OLITE;NAVARRA;42 29 25 N;01 39 15 W;390
9257X;;EUGUI;NAVARRA;42 58 14 N;01 31 01 W;615
9262P;;MONREAL;NAVARRA;42 42 09 N;01 29 39 W;585
9263D;08085;PAMPLONA/NOAIN;NAVARRA;42 46 37 N;01 39 00 W;459
9263I;08089;ILUNDAIN;NAVARRA;42 46 37 N;01 31 47 W;572
9274X;;IRURTZUN;NAVARRA;42 55 06 N;01 49 48 W;455
9280B;;LARRAGA;NAVARRA;42 33 02 N;01 51 21 W;375
9283X;08153;CADREITA;NAVARRA;42 12 25 N;01 42 41 W;268
9294E;08087;BARDENAS REALES;NAVARRA;42 11 42 N;01 28 21 W;295
9301X;;MONTEAGUDO;NAVARRA;41 57 36 N;01 41 26 W;410
9302X;08154;TUDELA I;NAVARRA;42 03 23 N;01 36 29 W;295
9302Y;;TUDELA II;NAVARRA;42 03 23 N;01 36 29 W;300
9995Y;;VALCARLOS;NAVARRA;43 05 28 N;01 18 03 W;334
1583X;;O BARCO DE VALDEORRAS;OURENSE;42 25 00 N;06 59 30 W;315
1631E;08051;POBRA DE TRIVES,SAN MAMEDE;OURENSE;42 20 26 N;07 16 50 W;840
1639X;;CHANDREXA DE QUEIXA;OURENSE;42 15 41 N;07 22 54 W;990
1690A;08048;OURENSE;OURENSE;42 19 40 N;07 51 37 W;143
1696O;;BEARIZ;OURENSE;42 28 09 N;08 16 35 W;610
1700X;08047;O CARBALLIÑO;OURENSE;42 25 10 N;08 05 12 W;400
1701X;;RIBADAVIA;OURENSE;42 18 03 N;08 07 38 W;112
1706A;;ALLARIZ-RIMELO;OURENSE;42 11 03 N;07 47 34 W;492
1735X;08050;XINZO DE LIMIA;OURENSE;42 03 40 N;07 43 27 W;600
1738U;;MUIÑOS-PRADO;OURENSE;41 56 07 N;07 59 12 W;730
2969U;;MESÓN EROSA;OURENSE;42 01 41 N;07 10 54 W;900
2978X;;AGUAS DE CABREIROA;OURENSE;41 55 40 N;07 25 14 W;380
2235U;08058;CERVERA DE PISUERGA;PALENCIA;42 52 18 N;04 31 07 W;1140
2243A;;AGUILAR DE CAMPOO;PALENCIA;42 47 53 N;04 16 36 W;910
2276B;;VILLAELES DE VALDAVIA;PALENCIA;42 34 14 N;04 34 25 W;908
2362C;;CAMPORREDONDO DE ALBA, CUEVA DORADA;PALENCIA;42 53 39 N;04 42 42 W;1575
2374X;08068;CARRIÓN DE LOS CONDES;PALENCIA;42 21 07 N;04 36 57 W;830
2400E;08072;PALENCIA-AUTILLA PINO;PALENCIA;41 59 49 N;04 36 05 W;874
2401X;;PALENCIA 'GRANJA VIÑALTA' ;PALENCIA;42 00 38 N;04 33 33 W;736
2568D;;VILLAPUN;PALENCIA;42 31 31 N;04 50 58 W;985
1466A;;SILLEDA;PONTEVEDRA;42 42 06 N;08 15 23 W;422
1468X;;A ESTRADA;PONTEVEDRA;42 41 36 N;08 30 06 W;269
1477V;;VILAGARCÍA DE AROUSA;PONTEVEDRA;42 35 09 N;08 46 23 W;32
1484C;08044;PONTEVEDRA;PONTEVEDRA;42 26 24 N;08 36 59 W;108
1489A;;A LAMA;PONTEVEDRA;42 24 29 N;08 26 57 W;395
1495;08045;VIGO/PEINADOR;PONTEVEDRA;42 14 22 N;08 37 26 W;261
1496X;;VIGO-O CASTRO;PONTEVEDRA;42 13 54 N;08 43 22 W;120
1719;;A CAÑIZA;PONTEVEDRA;42 13 09 N;08 16 45 W;560
1723X;;PONTEAREAS-CANEDO;PONTEVEDRA;42 10 59 N;08 29 27 W;90
1730E;;O ROSAL;PONTEVEDRA;41 56 43 N;08 50 44 W;55
2491C;08205;LA HOYA, LA COBATILLA;SALAMANCA;40 21 19 N;05 41 24 W;1960
2847X;;PEDROSILLO DE LOS AIRES-CASTILLEJO;SALAMANCA;40 40 36 N;05 38 30 W;865
2863C;;PEDRAZA DE ALBA-VALLELARGO;SALAMANCA;40 43 59 N;05 21 54 W;897
2867;08202;SALAMANCA/MATACAN;SALAMANCA;40 57 34 N;05 29 54 W;790
2870;08201;SALAMANCA,OBS.;SALAMANCA;40 57 23 N;05 39 41 W;775
2871D;;SALAMANCA-UNIV.;SALAMANCA;40 57 00 N;05 40 00 W;800
2873X;;BARBADILLO;SALAMANCA;40 54 19 N;05 46 43 W;817
2883R;;LEDESMA-ESTACAS;SALAMANCA;41 12 25 N;06 05 45 W;790
2891A;;VILLARINO DE LOS AIRES;SALAMANCA;41 15 51 N;06 27 38 W;700
2914C;;BOADILLA FUENTE SAN ESTEBAN;SALAMANCA;40 47 13 N;06 12 05 W;785
2916A;08129;VITIGUDINO;SALAMANCA;41 00 46 N;06 26 11 W;769
2918Y;;EL MAILLO (BASE AVIONES);SALAMANCA;40 34 17 N;06 13 20 W;1027
2926B;;BAÑOBÁREZ;SALAMANCA;40 51 08 N;06 36 26 W;748
2930Y;;NAVASFRÍAS;SALAMANCA;40 17 53 N;06 48 39 W;880
2945A;;EL BODÓN-BASE AÉREA;SALAMANCA;40 29 26 N;06 34 14 W;805
2946X;08195;SAELICES EL CHICO;SALAMANCA;40 38 11 N;06 35 55 W;680
2135A;;FRESNO DE CANTIESPINO;SEGOVIA;41 22 24 N;03 30 20 W;993
2140A;;ALDEANUEVA DE SERREZUELA-EL CERRO;SEGOVIA;41 27 59 N;03 47 03 W;1135
2150H;08143;CEREZO DE ARRIBA;SEGOVIA;41 11 35 N;03 28 26 W;1860
2182C;;RADES;SEGOVIA;41 08 05 N;03 47 20 W;1107
2192C;;CUÉLLAR;SEGOVIA;41 23 04 N;04 15 51 W;795
2465;08213;SEGOVIA;SEGOVIA;40 56 52 N;04 07 38 W;1005
2471Y;;SAN RAFAEL;SEGOVIA;40 42 32 N;04 11 07 W;1260
2482B;;MIGUELAÑEZ;SEGOVIA;41 07 38 N;04 22 27 W;870
5612B;08399;RODA DE ANDALUCÍA;SEVILLA;37 11 45 N;04 46 07 W;410
5612X;;LORA DE ESTEPA;SEVILLA;37 16 23 N;04 49 32 W;450
5641X;08395;ÉCIJA;SEVILLA;37 31 00 N;05 05 02 W;130
5654X;;LA PUEBLA DE LOS INFANTES;SEVILLA;37 47 16 N;05 22 12 W;200
5656;;FUENTES DE ANDALUCÍA, EL TRAVIESO;SEVILLA;37 29 53 N;05 25 54 W;165
5702X;;CARMONA, VILLEGAS;SEVILLA;37 34 00 N;05 44 21 W;50
5704B;08392;CAZALLA DE LA SIERRA;SEVILLA;37 55 42 N;05 46 00 W;550
5726X;;GUADALCANAL, CRISTO;SEVILLA;38 06 06 N;05 49 00 W;745
5733X;;ALMADEN PLATA, LAS NAVAS;SEVILLA;37 47 34 N;06 04 27 W;450
5783;08391;SEVILLA/SAN PABLO;SEVILLA;37 25 00 N;05 52 45 W;34
5787E;08389;SEVILLA,CMT;SEVILLA;37 24 04 N;06 00 35 W;11
5790Y;;TABLADA;SEVILLA;37 21 56 N;06 00 15 W;9
5796;08397;MORÓN DE LA FRONTERA;SEVILLA;37 09 30 N;05 36 57 W;87
5835X;;CARRIÓN DE LOS CÉSPEDES;SEVILLA;37 21 41 N;06 19 58 W;76
5891X;;LAS CABEZAS DE SAN JUAN, MAJOLETO ;SEVILLA;36 57 16 N;05 50 41 W;105
5998X;;OSUNA, SEA;SEVILLA;37 14 39 N;05 06 38 W;255
2005X;08078;VINUESA-QUINTANAR;SORIA;41 58 05 N;02 47 00 W;1197
2005Y;;VINUESA;SORIA;41 58 10 N;02 46 53 W;1197
2017Y;;BARRIOMARTÍN-EL ROBLEDO;SORIA;41 59 45 N;02 29 39 W;1260
2030;08148;SORIA;SORIA;41 46 30 N;02 28 59 W;1082
2044B;;LUBIA-CEDER;SORIA;41 36 06 N;02 30 21 W;1100
2048A;;MORÓN DE ALMAZÁN ;SORIA;41 25 10 N;02 25 13 W;978
2059B;;LA RIBA DE ESCALOTE;SORIA;41 21 03 N;02 46 54 W;1042
2092;;BURGO DE OSMA-POZUELOS;SORIA;41 35 26 N;03 05 08 W;932
2096B;;LICERAS-CAÑADA DEHESA;SORIA;41 22 30 N;03 15 06 W;1150
2296A;;ÓLVEGA-CAMINO VEGAFRÍA;SORIA;41 46 36 N;01 58 31 W;1039
9287A;;SAN PEDRO MANRIQUE;SORIA;42 01 39 N;02 13 46 W;1096
9344C;;ARCOS DE JALÓN-COEX;SORIA;41 13 03 N;02 17 30 W;863
9352A;;ALMAZUL;SORIA;41 34 34 N;02 08 16 W;1000
C117A;;PUNTAGORDA;STA. CRUZ DE TENERIFE;28 45 39 N;17 59 08 W;684
C117Z;;TIJARAFE-MIRADOR TIME;STA. CRUZ DE TENERIFE;28 40 29 N;17 56 13 W;733
C126A;;EL PASO-C.F.;STA. CRUZ DE TENERIFE;28 39 14 N;17 51 12 W;844
C129Z;60004;TAZACORTE;STA. CRUZ DE TENERIFE;28 35 37 N;17 54 58 W;30
C139E;60005;LA PALMA/AEROPUERTO;STA. CRUZ DE TENERIFE;28 37 59 N;17 45 18 W;33
C148F;;SAUCES-S.ANDRÉS-BALSA ADEYAHAME;STA. CRUZ DE TENERIFE;28 48 18 N;17 46 57 W;362
C314Z;;VALLEHERMOSO-ALTO IGUALERO;STA. CRUZ DE TENERIFE;28 06 25 N;17 14 57 W;1475
C315P;;VALLEHERMOSO-CHIPUDE C.F.;STA. CRUZ DE TENERIFE;28 06 39 N;17 15 48 W;1242
C317B;;AGULO-JUEGO BOLAS;STA. CRUZ DE TENERIFE;28 10 44 N;17 12 47 W;765
C319W;;VALLEHERMOSO-DAMA;STA. CRUZ DE TENERIFE;28 03 16N;17 18 24 W;190
C328W;;HERMIGUA-DEPÓSITO AYUNTAMIENTO;STA. CRUZ DE TENERIFE;28 09 49 N;17 11 39 W;252
C329Z;60008;SAN SEBASTIÁN DE LA GOMERA;STA. CRUZ DE TENERIFE;28 05 23 N;17 06 41 W;15
C406G;;CAÑADAS PARADOR;STA. CRUZ DE TENERIFE;28 13 27 N;16 37 35 W;2150
C419X;;ADEJE-CALDERA B;STA. CRUZ DE TENERIFE;28 04 53 N;16 42 40 W;130
C428T;;ARICO-DEPURADORA LA DEGOLLADA;STA. CRUZ DE TENERIFE;28 10 52 N;16 29 01 W;418
C429I;60025;TENERIFE/SUR;STA. CRUZ DE TENERIFE;28 02 51 N;16 33 39 W;64
C430E;60010;IZAÑA;STA. CRUZ DE TENERIFE;28 18 32 N;16 29 58 W;2371
C438N;;CANDELARIA-DEPOSITO CUEVECITAS;STA. CRUZ DE TENERIFE;28 21 32 N;16 24 05 W;463
C446G;;LAS MERCEDES-LLANO LOS LOROS;STA. CRUZ DE TENERIFE;28 31 36 N;16 16 50 W;868
C447A;60015;TENERIFE/LOS RODEOS;STA. CRUZ DE TENERIFE;28 28 39 N;16 19 46 W;632
C449B;;STA.CRUZ DE TENERIFE/JARDÍN BOTÁNICO;STA. CRUZ DE TENERIFE;28 27 36 N;16 15 36 W;36
C449C;60020;STA.CRUZ DE TENERIFE;STA. CRUZ DE TENERIFE;28 27 48 N;16 15 19 W;35
C449F;;ANAGA-COL. REP. ARGENTINA;STA. CRUZ DE TENERIFE;28 30 29 N;16 11 44 W;19
C457I;;VICTORIA-DEPÓSITO MARRERO;STA. CRUZ DE TENERIFE;28 26 05 N;16 27 17 W;567
C458A;;TACORONTE-A S.E.A.;STA. CRUZ DE TENERIFE;28 29 47 N;16 25 12 W;310
C459Z;60012;PUERTO DE LA CRUZ;STA. CRUZ DE TENERIFE;28 25 05 N;16 32 53 W;25
C468B;;SAN JUAN RAMBLA-MIRADOR MAZAPÉ;STA. CRUZ DE TENERIFE;28 23 23 N;16 37 47 W;370
C469N;;SILOS-DEPURADORA;STA. CRUZ DE TENERIFE;28 22 43 N;16 49 03 W;28
C916Q;;PINAR-DEPÓSITO;STA. CRUZ DE TENERIFE;27 43 08 N;17 58 41 W;948
C925F;;SAN ANDRÉS-DEPÓSITO CABILDO;STA. CRUZ DE TENERIFE;27 46 07 N;17 57 36 W;1070
C929I;60001;HIERRO/AEROPUERTO;STA. CRUZ DE TENERIFE;27 49 08 N;17 53 20 W;32
C939T;;SABINOSA-BALNEARIO;STA. CRUZ DE TENERIFE;27 45 23 N;18 06 25 W;20
0002I;08169;VANDELLÓS;TARRAGONA;40 57 31 N;00 52 18 E;22
0009X;;ALFORJA;TARRAGONA;41 12 50 N;00 57 48 E;406
0016A;08175;REUS/AEROPUERTO;TARRAGONA;41 08 59 N;01 10 44 E;71
0034X;;VALLS;TARRAGONA;41 17 35 N;01 15 39 E;229
0042Y;;TARRAGONA, FAC. GEOGRAFIA;TARRAGONA;41 07 26 N;01 14 57 E;60
9726E;;LLORAC;TARRAGONA;41 33 26 N;01 18 34 E;660
9946X;;HORTA DE SANT JOAN;TARRAGONA;40 57 11 N;00 18 42 E;500
9947X;;MASSALUCA;TARRAGONA;41 10 38 N;00 21 12 E;365
9961X;;CABACÉS;TARRAGONA;41 14 58 N;00 44 07 E;360
9975X;;RASQUERA;TARRAGONA;41 00 04 N;00 36 06 E;186
9981A;08238;TORTOSA;TARRAGONA;40 49 14 N;00 29 29 E;44
9987P;08240;SANT JAUME;TARRAGONA;40 41 52 N;00 48 50 E;1
8354X;;ALBARRACIN, COMARCAL;TERUEL;40 25 14 N;01 26 25 W;1130
8368U;08235;TERUEL;TERUEL;40 20 59 N;01 07 00 W;900
8376;;JABALOYAS;TERUEL;40 14 16 N;01 24 37 W;1430
8458X;;CEDRILLAS, ANTENAS;TERUEL;40 25 53 N;00 51 00 W;1380
8486X;;MOSQUERUELA, DEPOSITO;TERUEL;40 21 39 N;00 27 51 W;1505
9374X;;SANTA EULALIA DEL CAMPO, COMARCAL;TERUEL;40 34 03 N;01 19 10 W;1000
9381I;08233;CALAMOCHA;TERUEL;40 55 34 N;01 17 36 W;890
9436X;;FONFRÍA 'DGA';TERUEL;40 59 48 N;01 05 13 W;1262
9513X;;MUNIESA, COMARCAL;TERUEL;41 01 56 N;00 48 16 W;800
9531X;08236;MONTALBÁN;TERUEL;40 49 47 N;00 47 30 W;885
9531Y;;MONTALBÁN, DGA;TERUEL;40 49 47 N;00 47 30 W;885
9546B;;HIJAR, DEPÓSITO;TERUEL;41 10 22 N;00 26 26 W;300
9550C;;ANDORRA, HORCALLANA;TERUEL;40 58 30 N;00 24 23 W;762
9561X;;CASTELLOTE, DEPÓSITO;TERUEL;40 47 57 N;00 18 51 W;755
9569A;08166;CALANDA;TERUEL;40 56 27 N;00 14 11 W;459
9573X;08164;ALCAÑIZ;TERUEL;41 03 29 N;00 08 16 W;320
9935X;;VALDERROBRES, COMARCAL;TERUEL;40 52 24 N;00 08 46 E;482
9998X;;BELLO;TERUEL;40 55 17 N;01 29 40 W;1006
3099Y;;OCAÑA;TOLEDO;39 56 12 N;03 29 54 W;733
3245Y;;TEMBLEQUE;TOLEDO;39 41 52 N;03 30 16 W;635
3254Y;;MORA DE TOLEDO;TOLEDO;39 41 02 N;03 46 27 W;717
3260B;08272;TOLEDO;TOLEDO;39 53 05 N;04 02 58 W;515
3298X;08270;SAN PABLO DE LOS MONTES;TOLEDO;39 32 55 N;04 21 07 W;917
3305Y;;NAVAHERMOSA;TOLEDO;39 37 56 N;04 28 32 W;816
3362Y;;CASTILLO BAYUELA;TOLEDO;40 06 42 N;04 40 46 W;583
3365A;08274;TALAVERA DE LA REINA;TOLEDO;39 57 30 N;04 51 49 W;372
3427Y;;OROPESA,DEHESÓN DEL ENCINAR;TOLEDO;39 59 42 N;05 06 47 W;345
4061X;08275;QUINTANAR DE LA ORDEN;TOLEDO;39 35 30 N;03 02 47 W;691
4067;08273;MADRIDEJOS;TOLEDO;39 28 00 N;03 31 50 W;690
4236Y;;PUERTO REY;TOLEDO;39 26 44 N;05 01 16 W;620
8058X;08282;OLIVA;VALENCIA;38 55 37 N;00 05 45 W;5
8072Y;;BARX;VALENCIA;39 01 05 N;00 18 12 W;340
8193E;;JALANCE;VALENCIA;39 12 35 N;01 05 35 W;372
8270X;;BICORP;VALENCIA;39 08 06 N;00 47 20 W;299
8283X;;ONTINYENT;VALENCIA;38 49 51 N;00 36 24 W;350
8290X;;ENGUERA NAVALON;VALENCIA;38 55 21 N;00 52 53 W;740
8293X;08290;XÀTIVA;VALENCIA;38 59 30 N;00 30 37 W;88
8300X;;CARCAIXENT;VALENCIA;39 06 53 N;00 26 42 W;25
8309X;08281;UTIEL, LA CUBERA;VALENCIA;39 34 36 N;01 14 37 W;761
8319X;;BUÑOL;VALENCIA;39 27 07 N;00 51 21 W;585
8325X;08287;POLINYÀ;VALENCIA;39 11 30 N;00 22 17 W;12
8337X;;TURÍS;VALENCIA;39 23 36 N;00 37 24 W;186
8381X;;ADEMUZ;VALENCIA;40 03 40 N;01 16 47 W;710
8395X;;CHELVA;VALENCIA;39 45 33 N;00 59 39 W;546
8409X;;LLIRIA;VALENCIA;39 39 54 N;00 39 09 W;180
8414A;08284;VALENCIA/AEROPUERTO;VALENCIA;39 29 12 N;00 28 24 W;69
8416;08285;VALENCIA;VALENCIA;39 28 50 N;00 21 59 W;11
2166Y;;PEÑAFIEL(FABRICA DE QUESOS);VALLADOLID;41 35 47 N;04 07 06 W;756
2172Y;;SARDÓN DE DUERO;VALLADOLID;41 37 02 N;04 24 37 W;720
2422;08141;VALLADOLID;VALLADOLID;41 39 00 N;04 46 00 W;735
2503B;;OLMEDO, DEPÓSITO AGUA;VALLADOLID;41 16 51 N;04 41 26 W;786
2503X;08142;OLMEDO;VALLADOLID;41 19 40 N;04 41 17 W;740
2507Y;;RUEDA;VALLADOLID;41 25 32 N;04 57 48 W;715
2517A;;FUENTE EL SOL;VALLADOLID;41 10 27 N;04 56 17 W;755
2593D;;VILLALÓN DE CAMPOS;VALLADOLID;42 05 16 N;04 59 38 W;763
2604B;;MEDINA DE RIOSECO;VALLADOLID;41 52 37 N;05 02 20 W;731
1055B;08024;LEKEITIO,FARO;VIZCAYA;43 22 37 N;02 30 40 W;12
1056K;;FORUA-GAITOKA;VIZCAYA;43 20 35 N;02 40 09 W;45
1057B;08022;MACHICHACO,FARO;VIZCAYA;43 27 14 N;02 45 06 W;93
1059X;08059;PUNTA GALEA;VIZCAYA;43 22 30 N;03 01 10 W;90
1064L;;OROZCO- IBARRA;VIZCAYA;43 05 44 N;02 51 37 W;270
1069Y;;URKIOLA (SANTUARIO);VIZCAYA;43 05 58 N;02 38 38 W;747
1074C;;AMOREBIETA-SAN MIGUEL DUDEA;VIZCAYA;43 12 14 N;02 42 16 W;100
1078C;;BALMASEDA-SALINILLAS;VIZCAYA;43 10 54 N;03 12 29 W;210
1078I;08035;GÜEÑES;VIZCAYA;43 12 10 N;03 06 08 W;208
1082;08025;BILBAO/AEROPUERTO;VIZCAYA;43 17 53 N;02 54 21 W;42
2536D;;MORALES DEL TORO-DEPOSITO;ZAMORA;41 32 58 N;05 16 13 W;710
2555B;;FUENTESAUCO;ZAMORA;41 14 12 N;05 28 48 W;811
2611D;;VILLAFÁFILA;ZAMORA;41 51 29 N;05 35 27 W;690
2614;08130;ZAMORA;ZAMORA;41 31 00 N;05 44 01 W;656
2755X;08056;BENAVENTE;ZAMORA;42 00 43 N;05 39 56 W;715
2766E;;EL PUENTE (CASA FORESTAL);ZAMORA;42 04 57 N;06 38 20 W;910
2775X;08125;VILLARDECIERVOS;ZAMORA;41 56 34 N;06 16 41 W;850
2777K;;SANTIBAÑEZ DE VIDRIALES;ZAMORA;42 04 45 N;06 00 20 W;737
2789H;;POZUELO DE TABARA;ZAMORA;41 47 12 N;05 54 26 W;711
2804F;;VILLADEPERA;ZAMORA;41 32 04 N;06 08 25 W;790
2885K;;FRESNO DE SAYAGO;ZAMORA;41 18 20 N;06 01 14 W;804
2966D;;ALCAÑICES-VIVINERA;ZAMORA;41 41 08 N;06 17 57 W;840
9433;;ZARAGOZA/BASE AÉREA;ZARAGOZA;41 40 44 N;01 04 18 W;260
9244X;08090;SOS DEL REY CATÓLICO;ZARAGOZA;42 29 34 N;01 12 52 W;630
9299X;;TARAZONA;ZARAGOZA;41 54 58 N;01 43 20 W;475
9321X;;EJEA DE LOS CABALLEROS;ZARAGOZA;42 07 20 N;01 08 18 W;321
9336D;;CASTEJON DE VALDEJASA;ZARAGOZA;41 59 06 N;00 59 40 W;442
9354X;;ALHAMA DE ARAGON;ZARAGOZA;41 17 39 N;01 53 38 W;703
9390;08157;DAROCA I;ZARAGOZA;41 06 53 N;01 24 39 W;779
9390X;;DAROCA II;ZARAGOZA;41 06 53 N;01 24 39 W;779
9394X;08156;CALATAYUD;ZARAGOZA;41 19 51 N;01 38 49 W;600
9427X;;LA ALMUNIA DE DOÑA GODINA;ZARAGOZA;41 28 56 N;01 22 46 W;370
9443U;08161;ZARAGOZA;ZARAGOZA;41 38 03 N;00 53 45 W;221
9443V;;ZARAGOZA (CANAL);ZARAGOZA;41 38 04 N;00 52 51 W;258
9495Y;;LECIÑENA;ZARAGOZA;41 47 52 N;00 36 57 W;405
9501X;;VALMADRID,DGA;ZARAGOZA;41 26 39 N;00 53 04 W;535
9510X;;QUINTO;ZARAGOZA;41 25 49 N;00 30 09 W;205
9574X;;CASPE, COMARCAL;ZARAGOZA;41 13 53 N;00 02 11 W;190
9576C;08165;BUJARALOZ;ZARAGOZA;41 31 25 N;00 10 24 W;357